Date,Title,Url,Content,Google_noti,Xml_url,Content_tokens,Content_tokens_no_stop
"March 24, 2025 at 01:10PM","최여진, 7세 연상 '돌싱' 예비 남편 논란 입 열까""방송으로 확인"" 공식 - 한국경제",https://www.hankyung.com/article/2025032431187,... SBS &39;동상이몽2-너는 내 운명&39; 제작진이 방송 확인을 당부했다. &39;동상이몽2&39; 측 관계자는 24일 한경닷컴에 &quot;모든 내용이 방송에 나올 예정&quot;이라며 &quot;방송으로&nbsp;...,Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['...', 'SBS', '&', '39', ';', '동상', '이몽', '2', '-', '너', '는', '내', '운명', '&', '39', ';', '제', '작', '진', '이', '방송', '확인', '을', '당부', '하다', '.', '&', '39', ';', '동상', '이몽', '2', '&', '39', ';', '측', '관계자', '는', '24일', '한경닷컴', '에', '&', 'quot', ';', '모든', '내용', '이', '방송', '에', '나오다', '예정', '&', 'quot', ';', '이', '라며', '&', 'quot', ';', '방송', '으로', '&', 'nbsp', ';...']","['...', 'SBS', '&', '39', ';', '동상', '이몽', '2', '-', '너', '내', '운명', '&', '39', ';', '제', '작', '진', '방송', '확인', '당부', '.', '&', '39', ';', '동상', '이몽', '2', '&', '39', ';', '측', '관계자', '24일', '한경닷컴', '&', 'quot', ';', '모든', '내용', '방송', '나오다', '예정', '&', 'quot', ';', '라며', '&', 'quot', ';', '방송', '&', 'nbsp', ';...']"
"March 24, 2025 at 01:17PM","TREASURE트레저 'YELLOW', HIGHER 주간 SBS 인기가요 핫스테이지 우승 - 스포츠경향",https://sports.khan.co.kr/article/202503241314003,제1260회 SBS 인기가요 핫스테이지 영광의 1위는 &39;TREASURE트레저&39;가 차지했다. HIGHER 앱에 접속하면 TREASURE가 1위 트로피를 수여 받은 독점 포토를&nbsp;...,Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['제', '1260회', 'SBS', '인기가요', '핫', '스테이지', '영광', '의', '1', '위', '는', '&', '39', ';', 'TREASURE', '트', '레저', '&', '39', ';', '가다', '차지', '하다', '.', 'HIGHER', '앱', '에', '접속', '하다', 'TREASURE', '가다', '1', '위', '트로피', '를', '수여', '받다', '독점', '포토', '를', '&', 'nbsp', ';...']","['제', '1260회', 'SBS', '인기가요', '핫', '스테이지', '영광', '1', '위', '&', '39', ';', 'TREASURE', '트', '레저', '&', '39', ';', '가다', '차지', '.', 'HIGHER', '앱', '접속', 'TREASURE', '가다', '1', '위', '트로피', '수여', '받다', '독점', '포토', '&', 'nbsp', ';...']"
"March 24, 2025 at 01:19PM","TREASURE트레저 'YELLOW', HIGHER 주간 SBS 인기가요 핫스테이지 우승 - 네이트 뉴스",https://news.nate.com/view/20250324n19221?mid=e1100,한눈에 보는 오늘 : 연예가 화제 - 뉴스 : 사진제공 | HIGHER하이어제1260회 SBS 인기가요 핫스테이지 영광의 1위는 &39;TREASURE트레저&39;가 차지했다.,Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['한눈', '에', '보다', '오늘', ':', '연예', '가', '화제', '-', '뉴스', ':', '사진', '제공', '|', 'HIGHER', '하이', '어제', '1260회', 'SBS', '인기가요', '핫', '스테이지', '영광', '의', '1', '위', '는', '&', '39', ';', 'TREASURE', '트', '레저', '&', '39', ';', '가다', '차지', '하다', '.']","['한눈', '보다', '오늘', ':', '연예', '화제', '-', '뉴스', ':', '사진', '제공', '|', 'HIGHER', '하이', '어제', '1260회', 'SBS', '인기가요', '핫', '스테이지', '영광', '1', '위', '&', '39', ';', 'TREASURE', '트', '레저', '&', '39', ';', '가다', '차지', '.']"
"March 24, 2025 at 01:53PM","가수 최유리, SBS '애프터클럽' 새 DJ 합류 - 브릿지경제",https://www.viva100.com/article/20250324500598,가수 최유리가 SBS &39;애프터클럽&39;의 새 DJ로 찾아온다. 24일 SBS 파워FM에 따르면 다음달 7일부터 월요일 새벽마다 최유리가 &39;애프터클럽&39;의 DJ로 합류한다.,Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['가수', '최유리', '가', 'SBS', '&', '39', ';', '애프터', '클럽', '&', '39', ';', '의', '새', 'DJ', '로', '찾아오다', '.', '24일', 'SBS', '파워', 'FM', '에', '따르다', '다음', '달', '7일', '부터', '월요일', '새벽', '마다', '최유리', '가', '&', '39', ';', '애프터', '클럽', '&', '39', ';', '의', 'DJ', '로', '합류', '하다', '.']","['가수', '최유리', 'SBS', '&', '39', ';', '애프터', '클럽', '&', '39', ';', '새', 'DJ', '로', '찾아오다', '.', '24일', 'SBS', '파워', 'FM', '따르다', '다음', '달', '7일', '부터', '월요일', '새벽', '마다', '최유리', '&', '39', ';', '애프터', '클럽', '&', '39', ';', 'DJ', '로', '합류', '.']"
"March 24, 2025 at 06:18PM","한덕수 복귀하자 최상목 활짝 웃으며 ""드디어"" 현장영상 / SBS - YouTube",https://www.youtube.com/watch?v=7JS45Bp8bIc,... sbs.co.kr/y/t/?id=10000000121 SBS뉴스 뉴스영상 총리 한덕수 최상목 복귀 ▷SBS 뉴스 채널 구독하기 : https://n.sbs.co.kr/youtube ♨지금&nbsp;...,Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['...', 'sbs.co.kr/y/t/?id=10000000121', 'SBS', '뉴스', '뉴스', '영상', '총리', '한덕수', '최상', '목', '복귀', '▷', 'SBS', '뉴스', '채널', '구독', '하다', ':', 'https://n.sbs.co.kr/youtube', '♨', '지금', '&', 'nbsp', ';...']","['...', 'sbs.co.kr/y/t/?id=10000000121', 'SBS', '뉴스', '뉴스', '영상', '총리', '한덕수', '최상', '목', '복귀', '▷', 'SBS', '뉴스', '채널', '구독', ':', 'https://n.sbs.co.kr/youtube', '♨', '지금', '&', 'nbsp', ';...']"
"March 24, 2025 at 07:03PM",중동 다시 확전이스라엘군 지상군 작전 확대 / SBS / D리포트 - YouTube,https://www.youtube.com/watch?v=JqU44SVUWfI,... sbs.co.kr/y/?id=N1008033533 ☞이스라엘-팔레스타인 전쟁 기사 모아보기 https://news.sbs.co.kr/y/i/?id=10000057272 ☞D리포트 기사 모아보기&nbsp;...,Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['...', 'sbs.co.kr/y/?id=N1008033533', '☞', '이스라엘', '-', '팔레스타인', '전쟁', '기사', '모으다', '보기', 'https://news.sbs.co.kr/y/i/?id=10000057272', '☞', 'D', '리포트', '기사', '모으다', '보기', '&', 'nbsp', ';...']","['...', 'sbs.co.kr/y/?id=N1008033533', '☞', '이스라엘', '-', '팔레스타인', '전쟁', '기사', '모으다', '보기', 'https://news.sbs.co.kr/y/i/?id=10000057272', '☞', 'D', '리포트', '기사', '모으다', '보기', '&', 'nbsp', ';...']"
"March 24, 2025 at 03:07PM","현장영상 한덕수 복귀하자 최상목 활짝 웃으며 ""드디어"" - SBS 뉴스",https://news.sbs.co.kr/news/endPage.do?news_id=N1008033065,"최상목 권한대행의 반응, 바로이뉴스에 담았습니다. 구성 : 조지현, 영상편집 : 이승희, 제작: 디지털뉴스편집부. Copyright C SBS. All rights reserved.",Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['최상', '목', '권한', '대행', '의', '반응', ',', '바로', '이', '뉴스', '에', '담다', '.', '구성', ':', '조지현', ',', '영상편집', ':', '이승희', ',', '제작', ':', '디지털', '뉴스', '편집', '부', '.', 'Copyright', 'C', 'SBS', '.', 'All', 'rights', 'reserved', '.']","['최상', '목', '권한', '대행', '반응', ',', '바로', '뉴스', '담다', '.', '구성', ':', '조지현', ',', '영상편집', ':', '이승희', ',', '제작', ':', '디지털', '뉴스', '편집', '부', '.', 'Copyright', 'C', 'SBS', '.', 'All', 'rights', 'reserved', '.']"
"March 24, 2025 at 03:20PM","술 취한 거 아닌데 10km를 역주행한 차량, ""실형 가능성 높은 범죄 행위"" 현장영상 / SBS",https://www.youtube.com/watch?v=puX4qBCgZEA,... sbs.co.kr 문자 누르고 6000 전화: 02-2113-6000 홈페이지: https://news.sbs.co.kr/ 페이스북: https://www.facebook.com/sbs8news X구:트위터: https:,Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['...', 'sbs.co.kr', '문자', '누르다', '6000', '전화', ':', '02-2113', '-', '6000', '홈페이지', ':', 'https://news.sbs.co.kr/', '페이스북', ':', 'https://www.facebook.com/sbs8news', 'X', '구', ':', '트위터', ':', 'https', ':']","['...', 'sbs.co.kr', '문자', '누르다', '6000', '전화', ':', '02-2113', '-', '6000', '홈페이지', ':', 'https://news.sbs.co.kr/', '페이스북', ':', 'https://www.facebook.com/sbs8news', 'X', '구', ':', '트위터', ':', 'https', ':']"
"March 24, 2025 at 05:19PM","""한국은 1억 개 보내"" 미국 요구""국내 가격도 심상치 않은데"" 난색 자막뉴스 / SBS",https://www.youtube.com/watch?v=zvwHSJE1PyE,... sbs.co.kr/y/t/?id=10000000121 SBS뉴스 뉴스영상 미국 달걀 수출 관세전쟁 조류인플루엔자 ▷SBS 뉴스 채널 구독하기 : https://n.sbs.co.kr&nbsp;...,Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['...', 'sbs.co.kr/y/t/?id=10000000121', 'SBS', '뉴스', '뉴스', '영상', '미국', '달걀', '수출', '관세', '전쟁', '조류인플루엔자', '▷', 'SBS', '뉴스', '채널', '구독', '하다', ':', 'https://n.sbs.co.kr', '&', 'nbsp', ';...']","['...', 'sbs.co.kr/y/t/?id=10000000121', 'SBS', '뉴스', '뉴스', '영상', '미국', '달걀', '수출', '관세', '전쟁', '조류인플루엔자', '▷', 'SBS', '뉴스', '채널', '구독', ':', 'https://n.sbs.co.kr', '&', 'nbsp', ';...']"
"March 24, 2025 at 05:34PM",직장인만 서럽겠네'지역가입자 건보료만 '뚝' - SBS Biz,https://biz.sbs.co.kr/article/20000224295,건강보험 지역가입자가 떠안은 보험료 부담 수준이 당국의 잇단 보험료 부담 완화 조치로 최근 5년 새 최저 수준으로 떨어진 것으로 나타났습니다.,Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['건강', '보험', '지역', '가입자', '가', '뜨다', '보험료', '부담', '수준', '이', '당국', '의', '잇다', '보험료', '부담', '완화', '조치', '로', '최근', '5년', '새', '최저', '수준', '으로', '떨어지다', '것', '으로', '나타나다', '.']","['건강', '보험', '지역', '가입자', '뜨다', '보험료', '부담', '수준', '당국', '잇다', '보험료', '부담', '완화', '조치', '로', '최근', '5년', '새', '최저', '수준', '떨어지다', '나타나다', '.']"
"March 24, 2025 at 08:23PM","""한덕수 재탄핵"" 목소리까지'마은혁 임명 언제?"" 묻자 / SBS 특집 8뉴스 - YouTube",https://www.youtube.com/watch?v=xLRv17u49-Q,... SBS에 &quot;한 대행이 두 재판관 임명을 문제 삼지 않을 걸로 안다&quot;고 공통 ... sbs.co.kr/y/?id=N1008033638 SBS뉴스 8뉴스 대통령 한덕수 탄핵&nbsp;...,Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['...', 'SBS', '에', '&', 'quot', ';', '하다', '대행', '이', '두', '재판관', '임명', '을', '문제', '삼지', '않다', '걸', '로', '안다', '&', 'quot', ';', '고', '공통', '...', 'sbs.co.kr/y/?id=N1008033638', 'SBS', '뉴스', '8', '뉴스', '대통령', '한덕수', '탄핵', '&', 'nbsp', ';...']","['...', 'SBS', '&', 'quot', ';', '대행', '두', '재판관', '임명', '문제', '삼지', '않다', '걸', '로', '안다', '&', 'quot', ';', '공통', '...', 'sbs.co.kr/y/?id=N1008033638', 'SBS', '뉴스', '8', '뉴스', '대통령', '한덕수', '탄핵', '&', 'nbsp', ';...']"
"March 24, 2025 at 08:55PM",현장 꺼질 기미가 보이지 않는다오히려 번지고 있는 산불 상황 / SBS 특집 8뉴스 - YouTube,https://www.youtube.com/watch?v=3t0XNgC1kZg,"... sbs.co.kr/y/?id=N1008033648 SBS뉴스 8뉴스 의성 산불 의성산불 ▷SBS 뉴스 채널 구독하기 : https://n.sbs.co.kr/youtube ♨지금 뜨거운 이슈, 함께&nbsp;...",Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['...', 'sbs.co.kr/y/?id=N1008033648', 'SBS', '뉴스', '8', '뉴스', '의성', '산불', '의성', '산불', '▷', 'SBS', '뉴스', '채널', '구독', '하다', ':', 'https://n.sbs.co.kr/youtube', '♨', '지금', '뜨겁다', '이슈', ',', '함께', '&', 'nbsp', ';...']","['...', 'sbs.co.kr/y/?id=N1008033648', 'SBS', '뉴스', '8', '뉴스', '의성', '산불', '의성', '산불', '▷', 'SBS', '뉴스', '채널', '구독', ':', 'https://n.sbs.co.kr/youtube', '♨', '지금', '뜨겁다', '이슈', ',', '함께', '&', 'nbsp', ';...']"
"March 24, 2025 at 09:22PM","의대생들에 날아간 '제적 통보서'""두려워 복귀"" VS ""설마 하겠어?"" / SBS 특집 8뉴스",https://www.youtube.com/watch?v=ZFzuB2otxIE,... sbs.co.kr/y/i/?id=10000057872 SBS뉴스 8뉴스 의대증원 의대생 의대복학 ▷SBS 뉴스 채널 구독하기 : https://n.sbs.co.kr/youtube ♨지금 뜨거운&nbsp;...,Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['...', 'sbs.co.kr/y/i/?id=10000057872', 'SBS', '뉴스', '8', '뉴스', '의대', '증원', '의대', '생', '의대', '복학', '▷', 'SBS', '뉴스', '채널', '구독', '하다', ':', 'https://n.sbs.co.kr/youtube', '♨', '지금', '뜨겁다', '&', 'nbsp', ';...']","['...', 'sbs.co.kr/y/i/?id=10000057872', 'SBS', '뉴스', '8', '뉴스', '의대', '증원', '의대', '생', '의대', '복학', '▷', 'SBS', '뉴스', '채널', '구독', ':', 'https://n.sbs.co.kr/youtube', '♨', '지금', '뜨겁다', '&', 'nbsp', ';...']"
"March 24, 2025 at 09:37PM","나홀로 인용, 2명은 '각하'헌법재판관들의 판단 이유는 / SBS 특집 8뉴스 - YouTube",https://www.youtube.com/watch?v=8u409lkxPeM,... sbs.co.kr/y/?id=N1008033634 SBS뉴스 8뉴스 대통령 한덕수 탄핵기각 헌법재판관 ▷SBS 뉴스 채널 구독하기 : https://n.sbs.co.kr/youtube ♨지금&nbsp;...,Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['...', 'sbs.co.kr/y/?id=N1008033634', 'SBS', '뉴스', '8', '뉴스', '대통령', '한덕수', '탄핵', '기각', '헌법재판관', '▷', 'SBS', '뉴스', '채널', '구독', '하다', ':', 'https://n.sbs.co.kr/youtube', '♨', '지금', '&', 'nbsp', ';...']","['...', 'sbs.co.kr/y/?id=N1008033634', 'SBS', '뉴스', '8', '뉴스', '대통령', '한덕수', '탄핵', '기각', '헌법재판관', '▷', 'SBS', '뉴스', '채널', '구독', ':', 'https://n.sbs.co.kr/youtube', '♨', '지금', '&', 'nbsp', ';...']"
"March 24, 2025 at 08:51PM","장나라 ""남편, SBS 연기대상 받은 날 데리러 와차에서 오열"" - 네이트 뉴스",https://news.nate.com/view/20250324n38404,한편 장나라는 정하철 촬영감독과 2년 열애 끝에 지난 2022년 결혼식을 올렸다. 두 사람은 지난 2019년 방송된 SBS 드라마 &39;VIP에서 주연 배우와 촬영감독으로&nbsp;...,Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['한편', '장나라', '는', '정', '하', '철', '촬영감독', '과', '2년', '열애', '끝', '에', '지난', '2022년', '결혼식', '을', '올리다', '.', '두', '사람', '은', '지난', '2019년', '방송', '되다', 'SBS', '드라마', '&', '39', ';', 'VIP', '에서', '주연', '배우', '와', '촬영감독', '으로', '&', 'nbsp', ';...']","['한편', '장나라', '정', '하', '철', '촬영감독', '2년', '열애', '끝', '지난', '2022년', '결혼식', '올리다', '.', '두', '사람', '지난', '2019년', '방송', 'SBS', '드라마', '&', '39', ';', 'VIP', '에서', '주연', '배우', '촬영감독', '&', 'nbsp', ';...']"
"March 24, 2025 at 09:44PM","윤 대통령 탄핵 심판 '힌트'? ""예측 불가"" 단서는 없었다 / SBS 특집 8뉴스 - YouTube",https://www.youtube.com/watch?v=eGDhQ1iw8OI,... sbs.co.kr/y/i/?id=10000058872 SBS뉴스 8뉴스 윤대통령탄핵심판 윤대통령 한덕수 탄핵심판 ▷SBS 뉴스 채널 구독하기 : https://n.sbs.co.kr&nbsp;...,Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['...', 'sbs.co.kr/y/i/?id=10000058872', 'SBS', '뉴스', '8', '뉴스', '윤', '대통령', '탄핵', '심판', '윤', '대통령', '한덕수', '탄핵', '심판', '▷', 'SBS', '뉴스', '채널', '구독', '하다', ':', 'https://n.sbs.co.kr', '&', 'nbsp', ';...']","['...', 'sbs.co.kr/y/i/?id=10000058872', 'SBS', '뉴스', '8', '뉴스', '윤', '대통령', '탄핵', '심판', '윤', '대통령', '한덕수', '탄핵', '심판', '▷', 'SBS', '뉴스', '채널', '구독', ':', 'https://n.sbs.co.kr', '&', 'nbsp', ';...']"
"March 24, 2025 at 10:23PM",의원 때리면 5년 국민 때리면 2년?....'사람 차별하냐' 묻자 '발끈'한 장경태 민주당 의원 자막뉴스 / SBS,https://www.youtube.com/watch?v=666ia09CpcI,"... sbs.co.kr/y/t/?id=10000000121 SBS뉴스 뉴스영상 회의 ▷SBS 뉴스 채널 구독하기 : https://n.sbs.co.kr/youtube ♨지금 뜨거운 이슈, 함께 토론하기&nbsp;...",Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['...', 'sbs.co.kr/y/t/?id=10000000121', 'SBS', '뉴스', '뉴스', '영상', '회의', '▷', 'SBS', '뉴스', '채널', '구독', '하다', ':', 'https://n.sbs.co.kr/youtube', '♨', '지금', '뜨겁다', '이슈', ',', '함께', '토론', '하다', '&', 'nbsp', ';...']","['...', 'sbs.co.kr/y/t/?id=10000000121', 'SBS', '뉴스', '뉴스', '영상', '회의', '▷', 'SBS', '뉴스', '채널', '구독', ':', 'https://n.sbs.co.kr/youtube', '♨', '지금', '뜨겁다', '이슈', ',', '함께', '토론', '&', 'nbsp', ';...']"
"March 24, 2025 at 10:28PM",날씨 강원 산지·동해안 등 강풍내일도 미세먼지 나쁨 / SBS - YouTube,https://www.youtube.com/watch?v=y3GebLafVeA,... sbs.co.kr/y/?id=N1008033423 ☞오늘의 날씨 기사 모아보기 https://news.sbs.co.kr/y/t/?id=10000000357 SBS뉴스 오늘의날씨 날씨 ▷SBS 뉴스 채널&nbsp;...,Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['...', 'sbs.co.kr/y/?id=N1008033423', '☞', '오늘', '의', '날씨', '기사', '모으다', '보기', 'https://news.sbs.co.kr/y/t/?id=10000000357', 'SBS', '뉴스', '오늘', '의', '날씨', '날씨', '▷', 'SBS', '뉴스', '채널', '&', 'nbsp', ';...']","['...', 'sbs.co.kr/y/?id=N1008033423', '☞', '오늘', '날씨', '기사', '모으다', '보기', 'https://news.sbs.co.kr/y/t/?id=10000000357', 'SBS', '뉴스', '오늘', '날씨', '날씨', '▷', 'SBS', '뉴스', '채널', '&', 'nbsp', ';...']"
"March 25, 2025 at 12:01AM","골목길에서 잡힌 재수생""왜 그랬어요?"" 묻자 / SBS / 오클릭 - YouTube",https://www.youtube.com/watch?v=pjjsChY9c8E,"://news.sbs.co.kr/y/t/?id=10000000168 SBS뉴스 오클릭 차량 ▷SBS 뉴스 채널 구독하기 : https://n.sbs.co.kr/youtube ♨지금 뜨거운 이슈, 함께 토론&nbsp;...",Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"[':/', '/news.sbs.co.kr/y/t/?id=10000000168', 'SBS', '뉴스', '오', '클릭', '차량', '▷', 'SBS', '뉴스', '채널', '구독', '하다', ':', 'https://n.sbs.co.kr/youtube', '♨', '지금', '뜨겁다', '이슈', ',', '함께', '토론', '&', 'nbsp', ';...']","[':/', '/news.sbs.co.kr/y/t/?id=10000000168', 'SBS', '뉴스', '오', '클릭', '차량', '▷', 'SBS', '뉴스', '채널', '구독', ':', 'https://n.sbs.co.kr/youtube', '♨', '지금', '뜨겁다', '이슈', ',', '함께', '토론', '&', 'nbsp', ';...']"
"March 25, 2025 at 12:28AM","8명 중 유일한 '인용' 정계선 ""한덕수, 모순적 국정 운영"" / SBS 특집 8뉴스 - YouTube",https://www.youtube.com/watch?v=xHWoXbbc9rk,... sbs.co.kr/y/?id=N1008033632 SBS뉴스 8뉴스 총리 한덕수 정계선 탄핵기각 ▷SBS 뉴스 채널 구독하기 : https://n.sbs.co.kr/youtube ♨지금 뜨거운&nbsp;...,Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['...', 'sbs.co.kr/y/?id=N1008033632', 'SBS', '뉴스', '8', '뉴스', '총리', '한덕수', '정계', '선', '탄핵', '기각', '▷', 'SBS', '뉴스', '채널', '구독', '하다', ':', 'https://n.sbs.co.kr/youtube', '♨', '지금', '뜨겁다', '&', 'nbsp', ';...']","['...', 'sbs.co.kr/y/?id=N1008033632', 'SBS', '뉴스', '8', '뉴스', '총리', '한덕수', '정계', '선', '탄핵', '기각', '▷', 'SBS', '뉴스', '채널', '구독', ':', 'https://n.sbs.co.kr/youtube', '♨', '지금', '뜨겁다', '&', 'nbsp', ';...']"
"March 25, 2025 at 12:30AM","""너무 똑같아서"" 눈물이 왈칵AI로 생생히 그려내는 감동 / SBS / 모아보는 뉴스 - YouTube",https://www.youtube.com/watch?v=-0hlIWaPvsk,... SBS 뉴스로 제보해주세요 홈페이지: https://news.sbs.co.kr 애플리케이션: &39;SBS 뉴스&39; 앱 설치하고 제보 카카오톡: &39;SBS 뉴스&39;와 친구 맺고 채팅 페이스북: &39;&nbsp;...,Google 알리미 - sbs,https://www.google.com/alerts/feeds/04099981309852891625/6712470744904995113,"['...', 'SBS', '뉴스', '로', '제보', '해주다', '홈페이지', ':', 'https://news.sbs.co.kr', '애플리케이션', ':', '&', '39', ';', 'SBS', '뉴스', '&', '39', ';', '앱', '설치', '하고', '제보', '카카오', '톡', ':', '&', '39', ';', 'SBS', '뉴스', '&', '39', ';', '오다', '친구', '맺다', '채팅', '페이스북', ':', '&', '39', ';&', 'nbsp', ';...']","['...', 'SBS', '뉴스', '로', '제보', '해주다', '홈페이지', ':', 'https://news.sbs.co.kr', '애플리케이션', ':', '&', '39', ';', 'SBS', '뉴스', '&', '39', ';', '앱', '설치', '하고', '제보', '카카오', '톡', ':', '&', '39', ';', 'SBS', '뉴스', '&', '39', ';', '오다', '친구', '맺다', '채팅', '페이스북', ':', '&', '39', ';&', 'nbsp', ';...']"
